Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis
quotidien,IMAGER,imagi_xray_infiltyp,checkbox,Infiltrats à la radiographie compatibles avec,"1, Pneumopathie virale | 2, Pneumonie bactérienne |3, Œdème pulmonaire| 99, Inconnu",,,,,[imagi_xray_newinfilt] = '1' or [imagi_xray_newinfilt]='2',,"Il s'agit de l'état pathologique auquel les infiltrats pulmonaires visibles à la radiographie thoracique peuvent correspondre. La pneumopathie virale se caractérise par un épaississement périhilaire et péribronchique bilatéral et des infiltrats interstitiels qui, en particulier chez les enfants en raison du petit calibre de leurs voies respiratoires, peuvent entraîner des zones d'atélectasie ou de piégeage de l'air. La pneumonie bactérienne se caractérise par des opacités pulmonaires focales segmentaires (c'est-à-dire une bronchopneumonie) ou lobaires (c'est-à-dire une pneumonie lobaire). L'œdème pulmonaire peut se caractériser par une céphalisation des vaisseaux du lobe supérieur, des opacités interstitielles, un collet péri-bronchique, des lignes septales (lignes de Kerley B), une opacification de l'espace aérien (remplissage des alvéoles par du liquide) qui peut avoir une distribution périhilitaire ou en « aile de chauve-souris » lorsqu'elle est sévère et aiguë, et un épanchement pleural. ",Sélectionnez toutes les options qui s'appliquent.,SNOMED,SNOMED,"C0032310, Pneumonia, Viral | C0004626, Pneumonia, Bacterial | C0034063, Pulmonary Oedema",,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0
quotidien,IMAGER,imagi_xray_pleueff,radio,Épanchement pleural à la radiographie,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_xray_result]='5',,Il s'agit de la présence de liquide dans la cavité pleurale résultant d'une transsudation ou d'une exsudation excessive des surfaces pleurales.,Indiquez « Oui » si un épanchement pleural a été visualisé sur la radiographie thoracique.,SNOMED,SNOMED,"C0032227, Pleural effusion (disorder)",,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0
quotidien,IMAGER,imagi_xray_resultpleu,radio,Détails de l'épanchement pleural à la radiographie,"1, Unilatéral | 2, Bilatéral",,,,,[imagi_xray_pleueff]='1',,Il s'agit de la localisation de l'épanchement pleural.,Indiquez l'emplacement de l'épanchement pleural.,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,
quotidien,IMAGER,imagi_xray_resultpleusite,checkbox,Côté(s) où l'épanchement pleural a été identifié,"1, Droit | 2, Gauche",,,,,[imagi_xray_pleueff]='1',,Il s'agit du côté où se trouve l'épanchement pleural unilatéral.,Indiquez le côté de l'épanchement pleural.,,,,,,,,1.0,,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_ctchest,radio,CT thoracique réalisée,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_dailydata]='1',,Il s'agit d'une imagerie par tomodensitométrie du thorax.,Indiquez « Oui » si un scanner thoracique a été réalisé pendant le séjour du patient dans l'établissement clinique (hôpital) et recueilli à la date de l'évaluation.,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0
quotidien,IMAGER,imagi_ctchest_result,radio,Résultats du CT thoracique associés à cette maladie,"1, Normal ou aucun changement aigu | 5, Anormal ou changement aigu | 99, Inconnu",,,,,[imagi_ctchest] = '1',,"Fait référence aux résultats identifiés sur le scanner thoracique. Les infiltrats pulmonaires désignent la présence d'infiltrats pulmonaires ou alvéolaires et peuvent inclure des infiltrats alvéolaires, interstitiels ou nodulaires. Ils désignent généralement une substance ou un type de cellule étrangère au poumon ou qui s'accumule en quantité supérieure à la normale dans celui-ci.",Sélectionnez l'option la plus appropriée correspondant aux résultats du scanner thoracique associés à cette maladie.,,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0
quotidien,IMAGER,imagi_ctchest_infiltra,radio,Nouveaux infiltrats présents au CT,"1, Oui, bilatéral | 2, Oui, unilatéral | 0, Non | 99, Inconnu",,,,,[imagi_ctchest_result]='5',,"Il s'agit de nouveaux infiltrats pulmonaires présents sur le scanner thoracique actuel, non visibles sur les radiographies thoraciques précédentes du patient. Les infiltrats pulmonaires résultent de la présence d'une substance plus dense que l'air (par exemple, du pus, un œdème, du sang, un surfactant, des protéines ou des cellules) dans le parenchyme pulmonaire. Les infiltrats pulmonaires bilatéraux sont présents dans les deux poumons. Les infiltrats pulmonaires unilatéraux ne sont présents que dans un seul poumon.","Sélectionnez l'option la plus appropriée correspondant aux nouveaux infiltrats pulmonaires présents sur le scanner thoracique actuel, non visibles sur les radiographies thoraciques précédentes du patient.",,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0
quotidien,IMAGER,imagi_ctchest_infiltyp,checkbox,Infiltrats sur le scanner thoracique compatibles avec,"1, Pneumopathie virale | 2, Pneumonie bactérienne | 3, Œdème pulmonaire | 99, Inconnu",,,,,[imagi_ctchest_infiltra] = '1' or [imagi_ctchest_infiltra]='2',,"Il s'agit de l'état pathologique auquel les infiltrats pulmonaires visibles sur la radiographie thoracique peuvent correspondre. La pneumopathie virale se caractérise par un épaississement périhilaire et péribronchique bilatéral et des infiltrats interstitiels qui, en particulier chez les enfants en raison du petit calibre de leurs voies respiratoires, peuvent entraîner des zones d'atélectasie ou d'emprisonnement d'air. La pneumonie bactérienne se caractérise par des opacités pulmonaires focales segmentaires (c'est-à-dire une bronchopneumonie) ou lobaires (c'est-à-dire une pneumonie lobaire). L'œdème pulmonaire peut se caractériser par une céphalisation des vaisseaux du lobe supérieur, des opacités interstitielles, un collet péri-bronchique, des lignes septales (lignes de Kerley B), une opacification de l'espace aérien (remplissage des alvéoles par du liquide) qui peut avoir une distribution périhilaire ou en « aile de chauve-souris » lorsqu'elle est grave et aiguë, et un épanchement pleural. ",Sélectionnez toutes les réponses qui s'appliquent.,SNOMED,SNOMED,"C0032310, Pneumonia, Viral | C0004626, Pneumonia, Bacterial | C0034063, Pulmonary Oedema",,,1.0,1.0,,,,,1.0,,,,,,,,1.0
quotidien,IMAGER,imagi_ctchest_pleueff,radio,Épanchement pleural sur le scanner thoracique,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_ctchest_result]='5',,Il s'agit de la présence de liquide dans la cavité pleurale résultant d'une transsudation ou d'une exsudation excessive des surfaces pleurales.,Indiquez « Oui » si un épanchement pleural a été visualisé sur le scanner thoracique.,SNOMED,SNOMED,"C0032227, Pleural effusion (disorder)",,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,1.0
quotidien,IMAGER,imagi_ctchest_resultpleudet,radio,Détails de l'épanchement pleural sur le scanner thoracique,"1, Unilatéral | 2, Bilatéral",,,,,[imagi_ctchest_pleueff]='1',,Il s'agit de la localisation de l'épanchement pleural.,Indiquez la localisation de l'épanchement pleural.,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
quotidien,IMAGER,imagi_ctbrain,radio,Scanner cérébral réalisé,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_dailydata]='1',,Il s'agit de l'imagerie par tomodensitométrie du cerveau.,Indiquez « Oui » si un scanner cérébral a été réalisé pendant le séjour du patient dans l'établissement clinique (hôpital) et recueilli à la date de l'évaluation.,,,,,,,1.0,,,,,1.0,,,,,,,,1.0
quotidien,IMAGER,imagi_ctbrain_date,date_dmy,Date du scanner cérébral,,date_dmy,,today,,[imagi_ctbrain] = '1',,Il s'agit de la date du scanner cérébral.,Inscrivez la date à laquelle le scanner a été réalisé (au format JJ/MM/AAAA).,,,,,,,,,,,,,,,,,,,,1.0
quotidien,IMAGER,imagi_ctbrain_findings,text,Résultats du scanner cérébral,,,,,,[imagi_ctbrain] = '1',,Il s'agit des principaux résultats du scanner cérébral.,Inscrivez les principaux résultats du scanner cérébral.,,,,,,,1.0,,,,,1.0,,,,,,,,1.0
quotidien,IMAGER,imagi_mrib,radio,IRM cérébrale réalisée,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_dailydata]='1',,Il s'agit de l'imagerie par résonance magnétique (IRM) du cerveau.,Indiquez « Oui » si une IRM cérébrale a été réalisée pendant le séjour du patient dans l'établissement clinique (hôpital) et recueillie à la date de l'évaluation.,,,,,,,1.0,,,,,1.0,,,,,,,,1.0
quotidien,IMAGER,imagi_mrib_date,date_dmy,Date de l'IRM cérébrale,,date_dmy,,today,,[imagi_mrib] = '1',,Il s'agit de la date de l'IRM cérébrale.,Indiquez la date à laquelle l'IRM a été réalisée (au format JJ/MM/AAAA).,,,,,,,,,,,,,,,,,,,,1.0
quotidien,IMAGER,imagi_mrib_findings,text,Résultats de l'IRM cérébrale,,,,,,[imagi_mrib] = '1',,Il s'agit des principaux résultats de l'IRM cérébrale.,Indiquez les principaux résultats de l'IRM cérébrale.,,,,,,,1.0,,,,,1.0,,,,,,,,1.0
quotidien,IMAGER,imagi_ultrasound,radio,Échographie réalisée,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_dailydata]='1',,Il s'agit de toute échographie réalisée pendant le séjour du patient dans l'établissement clinique (hôpital) et recueillie à la date de l'évaluation.,Indiquez « Oui » si une échographie a été réalisée pendant le séjour du patient dans l'établissement clinique (hôpital) et si les résultats ont été recueillis à la date de l'évaluation.,SNOMED,SNOMED,"C0041618, Ultrasonography",,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_date,date_dmy,Date de l'échographie,,date_dmy,,today,,[imagi_ultrasound] = '1',,Il s'agit de la date à laquelle l'échographie a été réalisée.,Indiquez la date à laquelle l'échographie a été réalisée (au format JJ/MM/AAAA).,,,,,,,,,1.0,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_site,radio,Zone échographique,"1, Thoracique uniquement | 2, Abdominale uniquement | 3, Thoracique et abdominale | 99, Inconnu",,,,,[imagi_ultrasound]='1',,Il s'agit de la région du corps qui a été évaluée à l'aide de l'échographie.,Indiquez la région du corps qui a été examinée à l'échographie.,SNOMED,SNOMED,"C0883613, Ultrasound chest | C0203464, Ultrasonography of abdomen | C4750624, Ultrasonography of chest and abdomen",,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_findi,radio,Résultats échographiques associés à cette maladie,"1, Normal ou aucun changement aigu | 5, Anormal ou changement aigu | 99, Inconnu",,,,,[imagi_ultrasound]='1',,Il s'agit des résultats de l'échographie associés à cette maladie.,Sélectionnez la réponse la plus appropriée correspondant aux résultats de l'échographie associés à cette maladie.,SNOMED,SNOMED,"C0581117, Ultrasound scan normal | C0581118, Ultrasound scan abnormal",,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_asc,radio,Ascites,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_ultrasound_findi]='5',,L'ascite désigne une augmentation pathologique du liquide dans la cavité péritonéale.,"Indiquez « Oui » si une ascite a été identifiée à l'échographie à la date de l'évaluation. Indiquez « Non » s'il n'y avait pas d'ascite à l'échographie à la date de l'évaluation. Si la cavité péritonéale n'a pas été examinée par échographie pour détecter une ascite à la date de l'évaluation, indiquez « Inconnu ».",SNOMED,SNOMED,"C0003962, Ascites",,,1.0,,1.0,,,,,1.0,,,,1.0,,,
quotidien,IMAGER,imagi_ultrasound_ascsit,radio,Classification de l'ascite,"1, Faible | 2, Modérée | 3, Grave",,,,,[imagi_ultrasound_asc] = '1',,"Une ascite légère/faible (grade 1) n'est détectable que par échographie et nécessite généralement environ 100 ml de liquide (le volume normal étant d'environ 25 à 50 ml) ; L'ascite modérée (grade 2) implique au moins 500 à 1 000 ml de liquide péritonéal et est détectée lors d'un examen physique ; L'ascite sévère (grade 3) désigne la manifestation d'un abdomen fortement distendu, pouvant être décrite comme une ascite tendue.",Sélectionnez l'option la plus appropriée correspondant au degré d'ascite détecté à l'échographie. ,,,,,,,,1.0,,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_consoli,radio,Consolidation,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_ultrasound_findi]='5',,Il s'agit de la présence d'une zone radio-opaque dans le poumon. L'opacification est causée par un liquide ou une matière solide dans les voies respiratoires ou le parenchyme pulmonaire.,Indiquez « Oui » si une consolidation a été identifiée à l'échographie à la date de l'évaluation. Indiquez « Non » s'il n'y avait pas d'épanchement pleural à l'échographie à la date de l'évaluation. Indiquez « Inconnu » si l'espace pleural n'a pas été examiné par échographie pour détecter un épanchement pleural à la date de l'évaluation. ,SNOMED,SNOMED,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_pleff,radio,Épanchement pleural,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_ultrasound_findi]='5',,L'épanchement pleural désigne une augmentation pathologique de la quantité de liquide dans la cavité pleurale.,Indiquez « Oui » si une ou plusieurs épanchements pleuraux ont été détectés à l'échographie à la date de l'évaluation. Indiquez « Non » s'il n'y avait pas d'épanchement pleural à l'échographie à la date de l'évaluation. Indiquez « Inconnu » si l'espace pleural n'a pas été examiné par échographie pour détecter un ou plusieurs épanchements pleuraux à la date de l'évaluation.,SNOMED,SNOMED,"C0032227, Pleural effusion (disorder)",,,,1.0,1.0,,,,1.0,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_plefr,number,Taille de l'épanchement pleural droit (cm),,number,0.0,20,,[imagi_ultrasound_pleff] = '1',,Désigne la profondeur de l'épanchement pleural en centimètres (cm).,Indiquez la profondeur de l'épanchement pleural du côté droit en centimètres (cm).,,,,,,,,1.0,,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_plefl,number,Taille de l'épanchement pleural gauche (cm),,number,0.0,20,,[imagi_ultrasound_pleff] = '1',,Désigne la profondeur de l'épanchement pleural en centimètres (cm).,Indiquez la profondeur de l'épanchement pleural du côté gauche en centimètres (cm).,,,,,,,,1.0,,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_peric,radio,Épanchement péricardique,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_ultrasound_findi]='5',,L'épanchement péricardique désigne une augmentation pathologique de la quantité de liquide dans la cavité péricardique.,"Si un épanchement péricardique a été identifié à l'échographie à la date de l'évaluation, indiquez « Oui ». S'il n'y avait pas d'épanchement péricardique à l'échographie à la date de l'évaluation, indiquez « Non ». Si l'espace péricardique n'a pas été examiné par échographie pour détecter un épanchement péricardique à la date de l'évaluation, indiquez « Inconnu ». ",SNOMED,SNOMED,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_perics,number,Taille de l'épanchement péricardique (cm),,number,0.0,5,,[imagi_ultrasound_peric] = '1',,Désigne la profondeur de l'épanchement péricardique en centimètres (cm).,Indiquez la profondeur de l'épanchement péricardique du côté gauche en centimètres (cm).,,,,,,,,1.0,,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_liversize,number,Taille du foie (cm),,number,0.0,30,,[imagi_ultrasound] = '1',,"Désigne la longueur craniocaudale du foie le long de la ligne médio-claviculaire, en centimètres (cm).","Indiquez la longueur craniocaudale du foie le long de la ligne médio-claviculaire, en centimètres (cm).",SNOMED,SNOMED,"C0426688, Liver size (observable entity)",,,,,1.0,,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_gallbladder,number,Paroi de la vésicule biliaire (mm),,number,0.0,20,,[imagi_ultrasound] = '1',,"Désigne l'épaisseur de la paroi de la vésicule biliaire, en millimètres (mm).","Indiquez l'épaisseur de la paroi de la vésicule biliaire, en millimètres (mm).",,,,,,,,1.0,,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_unlisted,radio,Autres résultats,"1, Oui | 0, Non | 99, Inconnu",,,,,[imagi_ultrasound] = '1',,Désigne d'autres résultats échographiques cliniquement pertinents.,Indiquez « Oui » s'il existe d'autres résultats d'imagerie échographique cliniquement pertinents.,,,,,,,,1.0,,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_ultrasound_unlistedoth,text,Précisez les autres résultats,,,,,,[imagi_ultrasound_unlisted] = '1',,Désigne d'autres résultats d'imagerie échographique cliniquement pertinents.,"Si « Oui », précisez les autres résultats d'imagerie échographique cliniquement pertinents.",,,,,,,,1.0,,,,,1.0,,,,,,,
quotidien,IMAGER,imagi_ecg,radio,Électrocardiogramme (ECG),"1, Oui-normal | 2, Oui-anormal | 0, Non | 99, Inconnu",,,,,[imagi_dailydata]='1',,"Désigne une étude qui évalue l'effet d'un traitement sur l'activité électrique cardiaque, telle qu'évaluée par électrocardiographie.",Sélectionnez les options les plus appropriées qui correspondent aux résultats de l'ECG.,SNOMED,"164854000, Electrocardiogram normal (finding) | 102594003, Electrocardiogram abnormal (finding)",,,,,,,,,,,,,,,,,,
quotidien,IMAGER,imagi_ecg_spec,text,Résumé de l'ECG,,,,,,[imagi_ecg]='2',,Désigne un résumé des principaux résultats de l'ECG.,"Si « Oui - anormal », résumez les principaux résultats de l'ECG.",,,,,,,,,,,,,,,,,,,,
quotidien,IMAGER,imagi_ecg_date,date_dmy,Date de l'ECG,,date_dmy,,today,,[imagi_ecg]='1' or [imagi_ecg]='2',,Désigne la date de l'ECG.,Inscrivez la date au format JJ/MM/AAAA.,,,,,,,,,,,,,,,,,,,,
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_medtype,user_list,Sélectionnez les agents administrés pendant l'hospitalisation ou à la sortie (un formulaire par médicament),,,,,drugs_Type,,,"Désigne tous les médicaments administrés à tout moment pendant l'admission du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.","Indiquez le type d'agent pour tous les médicaments administrés à tout moment pendant l'admission du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.",,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_treat,radio,Ce médicament est-il utilisé pour traiter la maladie ?,"1, Oui | 0, Non",,,,,,,Indique si le médicament est utilisé pour traiter la maladie causée par l'agent pathogène concerné.,Indiquez « Oui » si ce médicament est utilisé pour traiter la maladie causée par l'agent pathogène d'intérêt.,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_antiviralagent,user_list,Antiviral,,,,,drugs_Antiviral,[medi_medtype] = '8',,"Désigne tout agent prescrit spécifiquement pour traiter une infection virale suspectée ou confirmée. Les inhibiteurs de la neuraminidase comprennent notamment l'oseltamivir, la ribavirine, l'acyclovir et le lopinavir/ritonavir. Les préparations topiques ne sont pas incluses.","Sélectionnez le ou les agents antiviraux administrés à tout moment pendant l'admission du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.",,,,,"clinical_features, treatment",1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_antibioagent,user_list,Antibiotique,,,,,drugs_Antibiotics,[medi_medtype]='2',,Les antibiotiques désignent tout agent qui cible sélectivement les bactéries.,"Sélectionnez le ou les antibiotiques administrés à tout moment pendant l'admission du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.",SNOMED,346325008 |Medicinal product acting as antibacterial agent (product)|,"C0279516, Antibacterial",,"clinical_features, treatment",1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_topicantibiotgent,radio,Antibiotique topique,"1, Pénicillines | 2, Céphalosporines | 3, Tétracyclines | 4, Aminoglycosides | 5, Macrolides | 6, Sulfamides et triméthoprime | 7, Quinolones | 99, Inconnu | 88, Autre",,,,,[medi_medtype]='16',,Désigne la classe d'antibiotiques topiques administrés pendant l'hospitalisation et/ou prescrits à la sortie.,Indiquez la classe du ou des antibiotiques topiques administrés pendant l'admission et/ou prescrits à la sortie.,,,,,,,,,,1.0,1.0,,,,,,,,,
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_corticost,user_list,Corticostéroïde,,,,,drugs_Steroids,[medi_medtype]='10',,"Les corticostéroïdes (communément appelés « stéroïdes ») désignent tous les types de corticostéroïdes thérapeutiques, produits dans le cortex surrénal (la partie externe de la glande surrénale). Ils sont également fabriqués en laboratoire. Exemples : prednisolone, prednisone, méthylprednisolone, dexaméthasone, hydrocortisone, fluticasone, bétaméthasone. Les préparations topiques ne sont pas incluses, mais les préparations inhalées sont incluses.","Sélectionnez le ou les corticostéroïdes administrés à tout moment pendant l'admission du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.",SNOMED,788326005 |Product containing adrenal cortex hormone (product)|,"CL554601, Therapeutic corticosteroid",,"clinical_features, treatment",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_anticoaguagent,user_list,Anticoagulant,,,,,drugs_Anticoagulant,[medi_medtype]='3',,"Un anticoagulant désigne tout agent capable de prévenir la formation de caillots sanguins ou l'agrégation plaquettaire. Cela comprend des agents tels que l'héparine, la warfarine, l'aspirine, le clopidogrel et les anticoagulants administrés par voie sous-cutanée, parmi beaucoup d'autres. Les préparations topiques ne sont pas incluses.","Sélectionnez le ou les anticoagulants administrés à tout moment pendant l'admission du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.",SNOMED,81839001 |Medicinal product acting as anticoagulant agent (product)|,"C0003280, Anticoagulant agent",,,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_anticoaguagent_ind,radio,Indication de l'anticoagulant,"1, Thérapeutique (traitement de la TVP/EP) | 2, Prophylaxie renforcée contre les infections par les agents pathogènes d'intérêt | 3, Prophylaxie routinière chez les patients hospitalisés | 99, Inconnu",,,,,[medi_medtype]='3',,Il s'agit de l'indication du ou des anticoagulants.,Sélectionnez l'option la plus appropriée correspondant à l'indication du ou des anticoagulants.,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_antifungagent,user_list,Antifongique,,,,,drugs_Antifungal,[medi_medtype]='4',,"Désigne tout agent inhibant la croissance ou tuant les champignons, prescrit spécifiquement pour traiter une infection fongique suspectée ou confirmée.","Sélectionnez le ou les antifongiques administrés à tout moment pendant l'admission du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.",,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_inotropesvasopressor,radio,Inotropes / vasopresseurs,"1, Vasopressine | 2, Phényléphrine | 3, Épinéphrine | 4, Norépinéphrine | 5, Dopamine | 6, Angiotensine II | 7, Terlipressine | 88, Autres",,,,,[medi_medtype] = '14',,"Il s'agit de l'utilisation continue d'un vasopresseur ou d'un inotrope pendant au moins une heure. Les agents comprennent la norépinéphrine, l'épinéphrine, la vasopressine, la terlipressine et la phényléphrine. Les inotropes « positifs » couramment utilisés comprennent la dobutamine, la dopamine, la milrinone et l'adrénaline (épinéphrine).","Sélectionnez le ou les agents vasopresseurs ou inotropes administrés à tout moment pendant l'hospitalisation du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.",SNOMED,"870386000, Vasopressor therapy (procedure) | 1296972008, Inotropic therapy (procedure)","C5396785, Vasopressor therapy | C5880944, Inotropic therapy",,"clinical_features, treatment",,1.0,,,,,1.0,,,,,,,,
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_analgesic,radio,Analgésiques,"1, Paracétamol | 2, AINS | 3, Opiacés | 4, Kétamine | 99, Inconnu | 88, Autres",,,,,[medi_medtype]='1',,"Il s'agit de tout agent qui soulage la douleur sans perte de conscience. Il s'agit notamment des analgésiques opioïdes, non opioïdes et adjuvants.","Indiquez le ou les agents analgésiques administrés à tout moment pendant l'hospitalisation du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.",,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_antipruritic,radio,Antiprurigineux,"1, Hydrocortisone | 2, Calamine | 3, Antihistaminiques | 4, Hydroxyzine | 99, Inconnu | 88, Autre",,,,,[medi_medtype]='7',,Il s'agit de tout agent qui soulage les démangeaisons (prurit).,"Sélectionnez le ou les agents antiprurigineux administrés à tout moment pendant l'admission du patient dans l'établissement clinique (hôpital), y compris aux urgences, et prescrits à la sortie.",,,,,,,,,,1.0,1.0,,,,,,,,,
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_immunosupp,user_list,Immunosuppresseurs (non stéroïdiens),,,,,drugs_Immunosuppressants,[medi_medtype]='13',,Il s'agit d'un patient qui a pris des médicaments prescrits connus pour avoir un effet immunosuppresseur (à l'exception des stéroïdes/corticostéroïdes).,Sélectionnez l'option la plus appropriée correspondant à l'indication du ou des immunosuppresseurs.,,,,,,,,,,,1.0,,,,,,,,,
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_ivig,radio,Type d'immunoglobuline intraveineuse,"1, Immunoglobuline polyclonale | 2, Immunoglobuline spécifique | 99, Inconnu | 88, Autre",,,,,[medi_medtype]='15',,Il s'agit du type d'immunoglobuline intraveineuse. ,Sélectionnez l'option la plus appropriée qui correspond au type d'immunoglobuline intraveineuse administrée.,,,,,,,,,,,1.0,,,,,,,,,
médicament,MÉDICAMENTS : Consigner les médicaments administrés ou prescrits entre le jour de la présentation et le jour du congé ou de l'issue (un formulaire par médicament).,medi_ivig_oth,text,Précisez autre type d'immunoglobuline intraveineuse,,,,,,[medi_ivig] = '88',,"Si « Autre », précisez le type d'immunoglobuline intraveineuse.",Précisez le type d'immunoglobuline intraveineuse. ,,,,,,,,,,,1.0,,,,,,,,,
